SalesID,SalesPrice
1228248,14744.12068018838
1228253,12817.198202649359
1228254,15194.420638710028
1228256,29514.000926302917
1228265,22834.96731178056
1228270,37934.149070467356
1228277,30422.44248150738
1228287,76429.41001109069
1228288,50569.3474456216
1228289,18916.593817247176
1228290,25056.359849009532
1228291,20199.057121333375
1228292,43059.634777454114
1228293,32020.52314112064
1228305,46127.28844469023
1228314,27777.803298242376
1228315,58795.702174997365
1228320,15177.965918278738
1228326,18267.3292085832
1228328,12355.327827812513
1228329,12759.212550294968
1228330,25153.317451980794
1228332,50693.910524582796
1228333,27338.66308493094
1228345,20890.941984894198
1228351,15165.804815399353
1228352,17498.88465535398
1228353,16088.903620714016
1228354,41553.57644444726
1228356,38920.678922851206
1228357,14706.765160434807
1228359,38407.00005375111
1228360,49877.49726603929
1228361,36681.920039577606
1228362,34716.3095389671
1228364,29014.052098986445
1228365,37419.43050250403
1228367,37490.49146814903
1228368,38659.62553844381
1228369,7670.14935892772
1228371,27387.57711335056
1228374,20346.202673922708
1228375,10958.09878607621
1228376,28320.142177837894
1228380,19302.76655223861
1228381,12751.458605586755
1228384,15154.427767610536
1228385,15236.669818859944
1228386,14358.909910037028
1228387,15388.039574629387
1228389,14346.98350311062
1228391,26890.075037369876
1228394,17655.909798744666
1228395,15576.016207415369
1228400,47271.96038613581
1228401,28993.490203190842
1228402,34258.93711686307
1228403,41470.07914109701
1228404,73798.99393848448
1228406,15257.380877642434
1228411,22533.141977765754
1228415,44957.17304981434
1228416,61363.18035243787
1228421,23168.19775684166
1228422,45493.68048518943
1228424,23470.945600268078
1228426,12751.458605586755
1228429,28416.79334134893
1228430,28594.13769838079
1228437,66718.32859775613
1228438,15011.612268567098
1228439,24386.03830413591
1228442,76429.41001109069
1228494,13081.425403180678
1228496,33095.78834243488
1228498,59423.74541237794
1228499,72942.79043960242
1228503,12245.073253660437
1228506,13999.000172586906
1228508,14546.388670241384
1228509,19083.144721991357
1228510,13983.707508440892
1228518,16275.16328069689
1228519,43421.73570885231
1228524,14315.512404647927
1228525,43705.090115883184
1228533,51862.50787109716
1228535,73473.4512706015
1228536,74280.13529064307
1228542,14448.061594684494
1228553,39067.58118165682
1228561,14767.817294906901
1228562,18639.659062146227
1228568,24239.129315362512
1228569,31884.36327855581
1228570,53995.1487789632
1228572,74926.29398787489
1228573,33978.294429076996
1228575,37587.443038741694
1228579,20939.285187723104
1228582,25687.468550707
1228583,36837.70130313198
1228586,51001.14820893392
1228590,12834.895733937663
1228591,72853.1153497996
1228593,63169.39104825467
1228594,60768.865755509665
1228595,14074.194089640516
1228598,27094.522263220704
1228604,14316.14770142265
1228605,24513.466207578607
1228606,38915.57904767233
1228618,9981.916341828115
1228619,34606.9506483829
1228622,12616.268623595348
1228623,28647.640959880468
1228627,29098.064980362768
1228628,34913.86392942959
1228629,34599.33222455649
1228630,35267.904816180555
1228631,34287.69656009256
1228633,32308.753811373037
1228634,24464.427452153643
1228635,31997.58257889403
1228640,29376.017746375936
1228641,34124.66969738659
1228642,28324.032173708645
1228643,28472.176610387745
1228648,14718.774666220022
1228649,28884.985271031495
1228650,12221.317031474595
1228654,50394.69253680494
1228658,35359.33079962755
1228659,48256.34072859914
1228660,32559.490526716145
1228669,15402.406821930701
1228670,13695.956655949845
1228672,25243.879557650565
1228674,12099.603592314768
1228675,28713.59520697618
1228678,12372.55322332896
1228681,21598.008761309007
1228682,31356.432719766228
1228683,28432.224190446024
1228684,36564.12645419474
1228685,34151.89223853877
1228699,36633.772596742674
1228700,27340.08802199263
1228702,13124.248746409983
1228703,37512.40078164133
1228706,40717.810174244514
1228714,52443.122373964936
1228724,33848.80424051905
1228727,36750.319042885225
1228730,37353.48736289388
1228731,17799.926852440956
1228733,19079.814122910244
1228734,23307.078217405226
1228735,22833.761118025304
1228736,21161.777201552235
1228737,59012.18623871459
1228738,66871.1735655801
1228744,9717.549043393587
1228746,15051.626839138924
1228750,12907.571470899115
1228751,26266.381043268117
1228757,37884.45109920425
1228759,36190.00019133528
1228760,36006.411560603265
1228761,41459.94464359171
1228762,35591.68266240062
1228763,50593.216325224734
1228764,42024.38526363191
1228776,38301.794953400335
1228779,31033.66189602145
1228781,33017.400763946236
1228785,18784.489926691345
1228788,22552.854109996268
1228789,12435.489323063295
1228794,42303.89928931945
1228795,43081.93075190449
1228809,27648.88416351389
1228816,27737.08366102852
1228818,15248.821636383382
1228822,16972.10839694235
1228824,33033.83440342767
1228829,20102.324093390263
1228831,28384.202397975507
1228833,37407.492692298365
1228835,25685.83189796898
1228837,31488.064558282527
1228846,30202.54627465635
1228847,12828.287560365205
1228850,28330.765397067924
1228854,22497.023705111413
1228858,30008.464164772755
1228859,39996.71946400939
1228863,66757.59521151119
1228865,30890.805118201133
1228866,44705.963829587796
1228867,37491.4481153767
1228871,55630.51811664426
1228872,40462.175560200776
1228874,13814.674250522754
1228876,14807.142078202887
1228877,15004.483348044158
1228878,15004.483348044158
1228879,11158.749656433412
1228881,14019.581067035762
1228888,10649.643169039176
1228890,14197.054669540945
1228894,14671.461713706463
1228896,12014.212175254721
1228899,23891.35686141356
1228902,50231.985704771425
1228907,73417.81924161273
1228914,17265.941060666686
1228919,28058.395789259754
1228922,15461.679851194558
1228924,34681.69817227591
1228926,22488.867773911716
1228929,46419.37829708009
1228933,83582.27390979703
1228935,12554.43585866748
1228936,12483.010288439391
1228940,47059.09485670727
1228946,45877.41973356942
1228951,31771.961835927475
1228952,31380.02400893188
1228953,64341.01746817606
1228969,51327.49462372363
1228985,30583.726706079313
1228994,32180.849911409798
1228995,25348.550347295095
1228996,14218.258178481938
1228997,14136.515429598414
1228998,36034.24878721886
1228999,25701.421923722875
1229003,12249.711580319774
1229004,12340.407551015744
1229005,12450.726717143734
1229006,40308.67921434309
1229007,26440.14442396359
1229008,12754.79971510749
1229009,17091.99194188165
1229017,26779.35824009091
1229025,12392.4355379681
1229027,22212.02561922204
1229028,35365.053845167065
1229043,16440.12305346622
1229047,12701.287403772694
1229049,26725.871271294065
1229052,20984.78801911207
1229053,25997.64366941415
1229054,26672.350263952354
1229055,33058.685376831374
1229057,36081.3627111377
1229065,44212.416882254074
1229080,14400.483754224299
1229083,22562.678872768513
1229086,59889.73146239234
1229087,23638.617904966475
1229092,33192.59279563867
1229096,14661.381647476137
1229099,30652.10839616794
1229100,12767.375245089446
1229101,12767.375245089446
1229102,60595.666392277686
1229103,34481.480931941536
1229104,15482.642366148388
1229105,37068.52819431968
1229112,21331.447767018224
1229114,44979.67839874877
1229119,48984.18932666307
1229128,19340.00632653994
1229129,27661.551313124313
1229133,82758.19670875343
1229135,81954.10838402958
1229137,32930.23464723885
1229138,56792.86957848407
1229139,16061.548973377228
1229140,61300.61792432591
1229142,15543.848770918625
1229143,15370.027632614818
1229148,13053.637981568674
1229150,74388.63470940824
1229220,7470.423896539968
1229223,60293.53239314374
1229227,37224.90150663995
1229236,35930.28555450521
1229241,12710.068374144528
1229242,22520.39719313133
1229257,36843.773341258966
1229262,12739.79119165148
1229289,29356.59767928151
1229290,33688.487614696845
1229291,20266.025639571253
1229292,24589.55451860232
1229293,29345.00094472522
1229295,24011.956413334567
1229296,24856.386499121803
1229300,60948.66900535824
1229314,61117.642275441634
1229315,39548.44842307553
1229316,23958.203356808925
1229321,12914.241405594872
1229322,23340.47217348517
1229323,24383.99273369804
1229324,23537.740516998718
1229329,23826.797776557552
1229331,23621.464305173664
1229336,62969.9533710859
1229337,61076.75301199884
1229338,45454.26968765362
1229344,21888.239087821898
1229353,37249.56172091276
1229368,31686.2989027196
1229372,12507.275991573784
1229387,10592.988122754929
1229388,12604.413248590894
1229395,82971.65185479785
1229396,64968.03701713786
1229397,35010.46706036727
1229399,35105.53138533968
1229402,14077.528015810058
1229403,14312.638926433043
1229409,55718.146155898256
1229415,70210.44277785707
1229422,39619.002868047
1229425,15019.785314475439
1229428,12575.986591489744
1229429,14248.827103685297
1229439,49404.77748850123
1229443,19726.259891547095
1229444,7476.811063819467
1229454,13824.296774362425
1229455,10553.24288794772
1229459,14784.558785349624
1229463,7449.889454266555
1229471,27539.968207271253
1229473,22259.13103714242
1229474,40598.71200378693
1229475,40364.867791872006
1229476,75685.8637056221
1229477,40578.54688437147
1229480,24325.292094331293
1229497,23537.862018117274
1229498,12177.963179739485
1229511,19113.487741136825
1229513,26281.524523270844
1229514,28145.547281558305
1229515,38678.94906633983
1229516,29557.517166248774
1229517,12620.57311805841
1229518,15808.486541052396
1229519,29267.391901936207
1229520,28391.173998108014
1229521,27814.666061600077
1229522,42966.44420262276
1229523,14201.398459570717
1229536,27301.778711963256
1229539,36039.09921201642
1229541,12877.123991379769
1229543,13179.723451501817
1229546,13848.286892670816
1229547,14794.244486022848
1229548,14439.250931060827
1229549,15000.49123903641
1229553,49930.998815610146
1229564,78922.63883175647
1229567,12360.917511759946
1229580,47018.111453205995
1229581,12441.728867654288
1229582,34493.12069157499
1229583,35763.71615411899
1229585,13262.926054979103
1229586,37901.74289424395
1229589,10623.503995770801
1229590,32507.491351972632
1229591,15171.446867499917
1229594,12007.86949651655
1229597,13586.768294648862
1229601,26256.987130574842
1229604,14524.126967220456
1229606,13200.989227661517
1229609,59347.96474650467
1229620,13329.571354124404
1229622,43063.22651321602
1229624,24465.224251211344
1229639,13342.319505249654
1229646,35687.73652089041
1229648,32269.30569170988
1229649,14030.753266050013
1229654,29821.55065408878
1229656,19419.056134108658
1229657,32908.04337906491
1229671,20048.73268526525
1229672,20074.035485639484
1229676,20752.15629934958
1229677,34082.70736324832
1229679,11191.822819789764
1229680,25810.478875343204
1229681,18922.584927385877
1229689,75798.13183373582
1229690,39376.66859051314
1229691,72117.26487942498
1229708,19758.406399156396
1229711,16710.754902893565
1229726,35329.61719862771
1229728,83616.36481193874
1229729,80998.37293546787
1229730,15201.004498844144
1229734,28712.257781520173
1229739,10183.982361825856
1229740,14260.903296341849
1229741,11520.659884641502
1229742,11073.899225293693
1229743,12759.986222111222
1229754,15063.269840548786
1229759,38495.452110681115
1229762,18406.963490815906
1229763,12884.71237764412
1229772,42423.55519438545
1229775,37207.820981539466
1229777,27402.544470585435
1229783,29006.357305101537
1229784,55831.944255740214
1229785,50459.72545451748
1229789,26636.315552432483
1229790,27870.49809667457
1229795,36942.04133984597
1229798,15229.959474104762
1229804,18768.02140349147
1229807,32176.88076620356
1229809,16099.24067330896
1229810,23605.193483616596
1229811,16671.233719396852
1229812,64924.13313752075
1229814,26803.673846811464
1229816,37400.722381656014
1229817,22161.231543428847
1229820,67539.0657701968
1229821,14772.932159693717
1229822,12492.332206309095
1229825,24297.390631610117
1229827,12555.16150557266
1229832,12509.663973226388
1229841,23301.836130722684
1229842,25285.076638814036
1229848,27594.750615689165
1229860,23706.91770181265
1229862,15747.253953649077
1229869,18028.237721720394
1229873,59243.204197364146
1229874,72942.59359186565
1229875,55037.153740544134
1229876,13759.884657067953
1229877,14772.703572687818
1229878,56658.27600068981
1229879,13640.351431705696
1229884,13383.224181053944
1229889,68246.53948933887
1229890,73415.6516245659
1229893,46975.47182392771
1229896,20964.11481486534
1229902,57702.52855252026
1229905,36321.645456596954
1229906,25263.73580440335
1229907,29867.160890871506
1229908,20669.83438695554
1229910,20689.585565872774
1229924,31659.17892471673
1229927,25816.71964607521
1229928,20794.8412007577
1229929,74189.1061601797
1229930,24423.194166128
1229932,61622.5981972702
1229934,12567.172090109505
1229937,42727.06786875588
1229939,41417.68285682572
1229942,13920.110702705122
1229948,23657.29328141513
1229955,27073.261239052736
1229970,11220.250145512757
1229974,75467.68648951424
1229975,75209.40479735019
1229977,17130.42204730518
1229999,25155.578942591022
1230003,24332.612551314232
1230004,22423.24155472211
1230005,22484.07357983985
1230008,14502.369134367033
1230010,14362.964355532424
1230011,12991.437848274512
1230014,18975.621316186884
1230018,23040.336748802085
1230019,23417.420082135417
1230020,12309.6152259855
1230021,12290.077410859452
1230022,24452.454263756783
1230025,25551.142129404212
1230029,12197.327922311115
1230030,12263.827464435657
1230032,45779.24513039482
1230037,20902.039956017372
1230038,22864.75931742161
1230039,32134.573668539317
1230041,25468.387094406527
1230047,24501.67961580581
1230094,30822.040318283485
1230106,63306.21166648478
1230114,23682.688678147544
1230117,72903.37611121373
1230120,24556.374866844173
1230121,18175.78481234714
1230122,32849.89610628634
1230123,37485.379328887735
1230133,13344.812641665058
1230139,14427.537280685003
1230140,8059.29396029974
1230146,27765.93613931587
1230149,12731.886012097146
1230150,26204.378748472154
1230156,81318.40388024673
1230162,79355.89585920615
1230165,39034.73978052759
1230166,36367.79334516286
1230167,35254.708666508566
1230169,71196.25046463807
1230170,77402.38093279269
1230171,74953.97298721354
1230172,27508.27161661807
1230173,28843.653830996267
1230174,28843.653830996267
1230175,68606.12068953457
1230176,69283.31503440539
1230177,69255.40377899412
1230178,39537.17219871633
1230179,39728.70150274563
1230181,54162.78494237224
1230210,15677.247962646596
1230216,41871.54615026604
1230217,32514.62053058249
1230221,23494.50439138359
1230222,24513.615637397143
1230227,56365.64061256567
1230230,13092.976671845892
1230232,58808.637243358884
1230233,12675.567706514572
1230234,12630.0701741683
1230235,61523.30399933867
1230236,54505.41926217576
1230237,39088.110519032794
1230238,40056.62123391255
1230239,28492.141041048475
1230265,19770.43488028302
1230266,33598.304640154434
1230267,33207.30863795341
1230268,36377.181559732846
1230274,13380.130282299402
1230277,42335.05522651951
1230286,15081.40090736874
1230287,25674.698533259463
1230294,17452.651410469207
1230300,79960.18347758683
1230301,78664.78455286543
1230303,48093.41262373247
1230305,58115.42228067771
1230309,59579.70451059211
1230312,79635.58612465965
1230314,62541.68250943489
1230321,83340.82199569805
1230322,53651.7064596971
1230324,80226.70037805328
1230325,85497.01422410457
1230326,47306.79514597214
1230327,35285.72236936733
1230328,25916.123012141925
1230329,13927.41227994694
1230338,61112.31901547886
1230339,76791.85829989339
1230341,7307.466884597662
1230342,28717.388778355165
1230364,60601.71238542037
1230366,48915.39994202811
1230369,14793.958290715262
1230370,14816.532627504766
1230374,28337.872056748107
1230376,14353.987944944876
1230389,80054.99845946537
1230390,47940.01120203325
1230391,47694.73183970558
1230393,18687.296906866133
1230401,82360.45878724448
1230404,59271.4613572702
1230405,11069.95563398507
1230409,11376.238477679715
1230410,11377.778520969758
1230411,11330.576140017376
1230412,11392.466059621582
1230413,11116.295184956973
1230414,18914.5166574635
1230420,68654.39524317885
1230421,77284.32094924216
1230422,22608.097775532122
1230423,22608.097775532122
1230424,22608.097775532122
1230425,22608.097775532122
1230426,23455.73475456616
1230427,23619.246659328066
1230428,23619.246659328066
1230429,23619.246659328066
1230430,23455.73475456616
1230431,23619.246659328066
1230432,23619.246659328066
1230433,23455.73475456616
1230434,23619.246659328066
1230435,23619.246659328066
1230436,23619.246659328066
1230437,23619.246659328066
1230438,23455.73475456616
1230439,23455.73475456616
1230440,23619.246659328066
1230441,23713.20270328411
1230442,23893.224764556173
1230443,61480.535768687325
1230446,73050.3317629383
1230447,77904.57024481121
1230448,25858.52542572973
1230457,45026.15762872749
1230458,47710.288327393886
1230463,24365.05552011014
1230464,17524.780045876156
1230477,15575.752423942013
1230481,26275.303991876473
1230495,59857.35117706756
1230496,62503.06160284628
1230498,27136.188186116444
1230499,40149.592895433234
1230502,31906.81512873214
1230503,22102.863256918932
1230513,26566.187037868756
1230514,12390.806550009282
1230519,36018.42683734333
1230520,36838.86830559731
1230521,24357.54942775785
1230522,24807.651064209193
1230523,30856.03972285455
1230529,10631.030854766148
1230530,10695.498641880995
1230533,50520.526997512294
1230534,33575.58238446893
1230536,16509.888029191865
1230538,13523.402366226965
1230544,31510.599672561344
1230549,32370.719141502752
1230554,14973.708823030689
1230555,41494.44474443563
1230557,7955.383733621656
1230559,71788.33366008407
1230560,31114.433651576815
1230566,26626.4638861955
1230567,28434.288298011514
1230568,27577.031191089485
1230570,36995.082781480894
1230571,12522.817377752814
1230572,29950.626735076316
1230573,28374.218133757
1230574,45498.82172239526
1230575,15733.730906674578
1230576,34492.773729363544
1230577,30564.952364920326
1230582,32817.60172437273
1230583,33545.47431309354
1230584,45498.82172239526
1230585,35490.66750225731
1230591,12176.312425844464
1230597,14144.847709829852
1230598,13922.442091813422
1230611,42649.32709062648
1230613,48158.06123237541
1230615,11426.223793965455
1230617,27105.952175100814
1230618,12277.736687856963
1230619,12294.024844145119
1230620,12552.906113902442
1230634,50784.425884879776
1230635,47386.715490974944
1230636,14673.626582684354
1230637,12367.064110434387
1230646,62896.086717846534
1230650,77289.36882216755
1230653,23553.563122684973
1230654,14842.948785924626
1230662,14753.468266444108
1230668,19508.710179001668
1230669,19497.415045563677
1230670,20526.528839507828
1230671,19427.91342714242
1230673,36773.75459857602
1230676,26322.591392504128
1230677,25664.423762281873
1230678,33491.26642685046
1230693,35351.04313153001
1230697,11521.312374483592
1230700,14112.833598824143
1230701,12383.026243306182
1230706,50456.64657210572
1230708,35099.69830706176
1230710,33049.588849630156
1230711,38073.11712190705
1230712,14385.598833356189
1230715,13659.504392876031
1230716,27907.024821483723
1230718,13742.764488465136
1230740,26906.16228321319
1230742,13374.850185681087
1230746,15455.954045137865
1230752,27323.11295555519
1230754,12844.252732095167
1230756,29927.51486544502
1230757,14077.359058810756
1230760,12032.744558429433
1230761,12603.222814362563
1230762,12735.49688622535
1230767,12393.17626135536
1230789,39659.162095490894
1230792,12224.900534689401
1230810,60871.7718048758
1230812,80598.5187253223
1230822,73655.0047341081
1230826,59608.0164104042
1230885,35366.45733488464
1230886,26721.990365610112
1230887,13924.23162009559
1230888,29912.221529754093
1230891,31753.635674722904
1230894,28571.290997459586
1230905,30676.133118018388
1230909,41105.72182035985
1230953,12784.938197423488
1230966,44905.3672634555
1230983,28161.911692078378
1230986,69812.97437838922
1230987,40060.52820778663
1230988,23651.997066670487
1230989,72501.85383193512
1231007,9950.317585635654
1231014,73599.5390701167
1231015,58700.19020137193
1231016,82411.77455422728
1231017,17394.834269955067
1231019,63917.23909547098
1231020,81666.44277932619
1231021,33483.36385493652
1231022,19317.493991806416
1231024,43386.31417602007
1231042,23439.407192250605
1231045,23106.58287983025
1231046,31707.062552235348
1231047,22483.946440755786
1231048,23709.929344698252
1231049,23993.11731685681
1231050,23615.973300742207
1231051,23615.973300742207
1231054,15794.437978338188
1231060,12710.911061569153
1231068,21330.30921587312
1231073,24738.84755533916
1231074,48770.39494527414
1231075,38909.52174459529
1231079,27733.35432745359
1231080,28837.617986355388
1231081,41310.19072838925
1231082,54671.729315115816
1231091,25603.62460928734
1231098,37019.28964125217
1231102,12386.148128423862
1231105,21733.317365694824
1231106,15631.721008799794
1231107,15965.37666119693
1231108,12686.491096788368
1231111,20770.225458586698
1231112,18352.252948122874
1231113,17858.167840621096
1231115,15342.7370493652
1231120,14505.862181796547
1231127,26978.281153351694
1231128,26850.747020817562
1231129,14061.37273353397
1231133,24414.5600659292
1231152,80893.01815835891
1231153,79803.57039848574
1231158,15249.331356202156
1231159,30149.249273033027
1231160,66050.94336265975
1231161,21075.82377671348
1231164,14599.31328079017
1231168,15863.120403522718
1231183,28958.697352554693
1231184,15450.9380702824
1231185,15450.9380702824
1231189,22252.066193027324
1231194,55945.26088941214
1231195,25434.87171990008
1231196,26629.050526387713
1231197,54455.16140780321
1231198,48871.990200509106
1231200,13969.361345120793
1231201,52501.2628355538
1231204,14237.957997942765
1231205,12844.325317831097
1231206,36316.440532331806
1231207,24301.83783536725
1231213,31411.020733701396
1231242,12322.12305930531
1231243,11147.878323532213
1231244,14015.005803545197
1231245,14250.303231468164
1231246,13156.863787006643
1231250,24063.46984819569
1231262,37541.91186378245
1231264,24063.048785831346
1231265,24520.012438541853
1231267,13888.762728786905
1231269,34974.75020177069
1231275,28614.19629506814
1231276,32591.423174235344
1231284,13712.513088743659
1231297,12712.103880188442
1231298,23201.73099265114
1231299,15435.55799277753
1231300,7886.257079929876
1231301,34624.005639260366
1231318,16659.826893318383
1231319,28075.298921935242
1231320,13507.739410507791
1231324,33720.289679391564
1231326,32614.12375072406
1231331,38746.55105803823
1231332,41520.64800920368
1231333,39093.02387913207
1231334,66549.3859029119
1231336,12654.220465517214
1231340,14013.670502444156
1231342,28415.506840206956
1231344,43618.78902959786
1231346,12388.736810983137
1231347,12504.527577289662
1231363,26496.574715608862
1231382,12852.163351879215
1231387,12381.072073762642
1231394,31286.807647126447
1231395,27977.59504355356
1231396,36838.75935222574
1231397,31199.089807484757
1231398,47679.839691704175
1231402,25842.013800625144
1231405,11531.758285656917
1231418,18839.843983689043
1231427,14821.363306686315
1231432,29637.435432448034
1231438,29091.250873191573
1231439,11316.248491490152
1231440,26372.840429703356
1231441,26193.949216751174
1231444,13765.255221960573
1231445,12513.603830401622
1231446,72702.72022090483
1231447,32351.898250850456
1231449,11980.506915120359
1231451,38783.58210067245
1231453,25627.14674232164
1231457,49796.32755083385
4244769,21201.491066240014
4245421,13205.16084970573
4245631,16928.89597288725
4245744,16368.527332436473
4245803,39762.19042063212
4245945,38870.94796578306
4245946,39491.6111451451
4245963,39063.430531769816
4245974,38593.23660302056
4245977,38650.19606490616
4246000,38666.78603743362
4246035,22782.224853909363
4246304,27119.366072915374
4246330,26323.039763917375
4246394,33116.521804817516
4246516,40193.77084050404
4247100,76477.86969916173
4247186,37185.0887807187
4247558,35647.610381215425
4247587,34669.568474709224
4247591,34726.24095057603
4247806,11169.732504951435
4247847,34965.88444468695
4247848,35142.64155662265
4248148,13303.34711274094
4248188,9449.914375295573
4248195,9418.985803867
4248592,13428.132696052291
4248639,29840.0170344576
4248804,37671.553971150555
4249085,46599.09702365795
4249434,11183.676662776503
4249500,11703.815418337004
4249501,12525.110575152647
4249564,13935.703886486508
4249598,13785.83519279691
4249657,15088.121301782112
4249784,17234.34960959909
4249870,17081.4347259883
4249900,17144.67168743955
4250006,18880.55178522458
4250011,19936.61906522516
4250165,25782.826231250077
4250166,23427.466954963802
4250170,23719.280325999865
4250180,23426.168715388252
4250181,23436.635113194458
4250187,23426.168715388252
4250189,23668.148718636636
4250195,23760.708897428438
4250196,26108.671270023162
4250532,19441.32067110061
4250533,23766.027491532746
4250720,28532.29474190609
4250723,19585.955799919037
4250724,25913.26016822813
4250736,26503.912487139383
4250737,25913.26016822813
4250740,19585.955799919037
4250761,28740.883135305412
4251102,26390.487337659542
4251551,23252.7476568716
4251556,27676.63672029357
4251567,21529.805325859947
4251571,27120.676624133892
4251577,21529.805325859947
4251578,27219.047305739867
4251599,21277.93783381651
4251600,23313.604799728742
4251932,13962.418451391599
4252078,26613.13966645033
4252090,26444.993923304584
4252210,26586.23350118702
4252211,27245.67728780484
4252220,28836.46150231654
4252230,26835.644698066702
4252433,28312.606044720043
4252435,28331.042308794436
4252518,27522.94130255993
4252528,14285.989080618907
4252745,27465.076744557242
4252771,27818.168575287204
4253077,79647.97330931206
4253122,27798.324917952472
4253168,82742.07901260738
4253319,15934.7826101303
4253334,14147.196045959176
4253816,16208.721998732168
4253821,14873.1457827885
4254197,25594.888212744307
4254420,17217.418426426455
4254430,17405.500453429173
4254432,17405.500453429173
4255593,24710.38193763303
4256309,33266.53313218552
4256767,17858.923867565674
4256944,20360.995312344043
4256946,18372.06988646274
4256949,20361.20522742896
4257562,25798.23366670414
4257625,12812.578496645254
4257911,24094.05066148142
4258258,20296.47281698227
4258379,26225.071182319083
4258743,40365.97071011275
4258746,40555.107941928545
4259415,47796.52160316341
4259422,47796.52160316341
4259441,48267.114866809185
4259443,48916.16846796995
4259495,24649.79292117937
4259919,22621.927492328137
4260544,67285.97738862442
4261266,25231.801873365297
4261719,26349.618760499543
4261850,22544.276817920843
4262040,24590.84337173098
4262383,26651.18595398533
4262648,50540.13381330049
4263175,38402.290806118755
4263629,19641.15953089298
4263635,20639.938402376276
4263640,26139.18996435662
4263743,14485.721720115724
4263815,13519.527703579959
4263994,13605.123080025778
4264243,15635.149385220773
4264883,11351.96495136516
4264937,46161.0865807711
4265049,32561.249810288642
4265438,45464.41409782106
4265461,34222.196723676956
4265929,45538.783684103015
4265934,45805.015152199674
4266464,23935.073434965325
4266504,23637.759876674874
4266674,63689.737103466075
4266675,65918.4935850797
4266764,30243.45760520024
4266861,44492.61875774446
4266946,13486.639111646991
4267214,20468.797232645968
4267312,20108.221338302217
4267490,32011.46432615086
4267760,34478.61442105981
4267763,36896.413949320995
4267780,34727.66258997772
4268060,55994.80995486773
4268061,65203.85870548683
4268197,35364.9268497309
4268315,15524.295036196303
4268505,35555.01277865372
4268714,7786.118954399942
4268732,12866.109510412562
4269337,30462.80603536501
4269357,39784.674402263365
4269612,23014.84867012327
4269613,22626.837358372457
4269930,36380.99200981631
4270060,13763.582904260344
4270062,14166.67822572226
4270063,13255.075564494604
4270064,13738.521486511425
4270066,13640.404742144683
4270914,19226.8984540203
4270948,20173.623245685216
4271189,13829.570568437168
4271195,14089.706448546785
4271342,20128.211706302565
4272082,17269.011229419677
4272591,21273.37465930429
4273027,42377.36434841388
4273392,46059.119816020815
4273722,33781.69746284175
4273931,15976.76196294369
4274690,20569.52114960203
4274691,20589.27495135583
4274696,18375.77997702577
4274697,18504.305426832736
